,Location,Borough,Date Installed,geometry,B7SCList,B7SCStartingPoints,CrossStreets,NodeList,SimilarNamesList,StartingXStreets,combined_san1_boro_vol_page,combined_san2_boro_vol_page,in_boro,in_boro2,in_func_code,in_stname1,in_stname2,out_ad,out_atomic_polygon,out_boro_name1,out_cd,out_cd_eligible,out_cdta_2020,out_census_block_2020,out_census_tract_2000,out_census_tract_2010,out_census_tract_2020,out_co,out_com_dist,out_compass,out_dcp_pref_lgc1,out_dcp_pref_lgc2,out_dot_st_light_contract_area,out_error_message,out_fire_bat,out_fire_co,out_fire_co_str,out_fire_div,out_grc,out_health_area,out_health_center_dist,out_latitude,out_lion_node_num,out_longitude,out_mc,out_nta_2020,out_police_patrol_boro,out_police_pct,out_police_sector,out_reason_code,out_san_dist_section,out_san_sub_section,out_sanborn1_boro,out_sanborn1_page,out_sanborn1_vol,out_sanborn2_boro,out_sanborn2_page,out_sanborn2_vol,out_school_dist,out_sd,out_stname1,out_stname2,out_wa1_message,out_x_coord,out_y_coord,out_zip_code,AuxiliarySegmentIDList,HighB7SCList,LowB7SCList,add_from_st_code_name,add_on_st_code_name,add_to_st_code_name,dcp_preferred_from_st_code_name,dcp_preferred_to_st_code_name,in_boro3,in_compass_dir,in_stname3,out_No_Parking_lanes,out_No_Traveling_lanes,out_Total_Lanes,out_bike_lane,out_bike_traffic_direction,out_boro_name2,out_boro_name3,out_curve_flag,out_curve_flag_direction,out_dot_street_light_contract_area,out_dsny_snow_priority,out_feature_type,out_from_latitude,out_from_longitude,out_from_node,out_from_x_coord,out_from_y_coord,out_generic_id,out_grc2,out_left_nta,out_left_police_sector,out_left_side_atomic_polygon,out_left_side_blockface_id,out_left_side_boro,out_left_side_cd_eligibility,out_left_side_cdta_2020,out_left_side_census_block_2000,out_left_side_census_block_2010,out_left_side_census_block_2020,out_left_side_census_block_suffix_2020,out_left_side_census_tract_2000,out_left_side_census_tract_2010,out_left_side_census_tract_2020,out_left_side_comdist,out_left_side_comdist_boro,out_left_side_dot_street_light_contract_area,out_left_side_fire_bat,out_left_side_fire_co,out_left_side_fire_div,out_left_side_health_area,out_left_side_health_center_dist,out_left_side_hhnd,out_left_side_iaei,out_left_side_lhnd,out_left_side_nta_2020,out_left_side_police_patrol_boro,out_left_side_police_pct,out_left_side_police_sector,out_left_side_puma_code,out_left_side_school_dist,out_left_side_zip_code,out_lionkey,out_loc_status,out_on_street_b7sc_name,out_pgb_flag,out_physical_id,out_right_nta,out_right_of_way_type,out_right_police_sector,out_right_side_atomic_polygon,out_right_side_blockface_id,out_right_side_boro,out_right_side_cd_eligibility,out_right_side_cdta_2020,out_right_side_census_block_2000,out_right_side_census_block_2010,out_right_side_census_block_2020,out_right_side_census_block_suffix_2020,out_right_side_census_tract_2000,out_right_side_census_tract_2010,out_right_side_census_tract_2020,out_right_side_comdist,out_right_side_comdist_boro,out_right_side_dot_street_light_contract_area,out_right_side_fire_bat,out_right_side_fire_co,out_right_side_fire_div,out_right_side_health_area,out_right_side_health_center_dist,out_right_side_hhnd,out_right_side_iaei,out_right_side_lhnd,out_right_side_nta_2020,out_right_side_police_patrol_boro,out_right_side_police_pct,out_right_side_police_sector,out_right_side_puma_code,out_right_side_school_dist,out_right_side_zip_code,out_roadway_type,out_seg_side_atomic_polygon,out_seg_side_blockface_id,out_seg_side_boro,out_seg_side_cd_eligibility,out_seg_side_cdta_2020,out_seg_side_census_block_2000,out_seg_side_census_block_2010,out_seg_side_census_block_2020,out_seg_side_census_tract_2000,out_seg_side_census_tract_2010,out_seg_side_census_tract_2020,out_seg_side_comdist,out_seg_side_comdist_boro,out_seg_side_fire_bat,out_seg_side_fire_co,out_seg_side_fire_div,out_seg_side_health_area,out_seg_side_health_center_dist,out_seg_side_hhnd,out_seg_side_lhnd,out_seg_side_nta,out_seg_side_nta_2020,out_seg_side_police_patrol_boro,out_seg_side_police_pct,out_seg_side_puma_code,out_seg_side_school_dist,out_seg_side_zip_code,out_segment_id,out_segment_len,out_segment_type,out_sos_ind,out_speed_limit,out_stname3,out_street_width_irregular,out_street_width_max,out_street_width_min,out_to_latitude,out_to_longitude,out_to_node,out_to_x_coord,out_to_y_coord,out_traffic_direction,out_truck_route_type
157,Dekalb Avenue and Skillman Street,Brooklyn,1/28/2021,POINT (40.690799 -73.956357),,,,,"[{'b7sc': '33153001', 'streetName': 'DEKALB AVENUE                   '}, {'b7sc': '37753001', 'streetName': 'SKILLMAN STREET                 '}]",,3/05 /002 ,3/03 /049 ,3,3,2W,DEKALB AVENUE                   ,SKILLMAN STREET                 ,57,101,BROOKLYN ,08,CD Eligible,BK03,3000, 233  , 233  , 233  ,33,303, ,33153001/ DEKALB AVENUE                   ,37753001/ SKILLMAN STREET                 ,3,                                                                                ,57,Ladder 102,Ladder 102,11,00,13.00,36,40.690799,0019639,-73.956357 ,2,BK0301,BN,79, 79B, ,303/ 031,1A,3,002 ,05 ,3,049 ,03 ,13,25,DEKALB AVENUE                   ,SKILLMAN STREET                 ,                                                                                ,996353,190956,11205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,Ditmas Avenue and East 5th Street,Brooklyn,12/12/2012,POINT (40.635983 -73.974105),,,,,"[{'b7sc': '33293001', 'streetName': 'DITMAS AVENUE                   '}, {'b7sc': '33503001', 'streetName': 'EAST    5 STREET                '}]",,3/10A/034 ,3/10A/035 ,3,3,2W,DITMAS AVENUE                   ,EAST 5TH STREET                 ,44,103,BROOKLYN ,09,CD Eligible,BK12,1004, 484  , 484  , 484  ,39,312, ,33293001/ DITMAS AVENUE                   ,33503001/ EAST    5 STREET                ,3,                                                                                ,41,Engine 250,Engine 250,15,00,70.00,35,40.635983,0017921,-73.974105 ,5,BK1203,BS,66, 66D, ,312/ 125,5D,3,034 ,10A,3,035 ,10A,20,21,DITMAS AVENUE                   ,EAST    5 STREET                ,                                                                                ,991437,170983,11218,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,Driggs Avenue and North 10th Street,Brooklyn,4/12/2022,POINT (40.718693 -73.954654),,,,,"[{'b7sc': '33413001', 'streetName': 'DRIGGS AVENUE                   '}, {'b7sc': '36663001', 'streetName': 'NORTH   10 STREET               '}]",,3/04 /018 ,,3,3,2W,DRIGGS AVENUE                   ,NORTH 10TH STREET               ,50,103,BROOKLYN ,07,Not CD Eligible,BK01,1002, 517  , 517  , 517  ,33,301, ,33413001/ DRIGGS AVENUE                   ,36663001/ NORTH   10 STREET               ,3,                                                                                ,35,Engine 229,Engine 229,11,00,04.00,30,40.718693,0022105,-73.954654 ,3,BK0102,BN,94, 94A, ,301/ 011,1A,3,018 ,04 , ,    ,   ,14,59,DRIGGS AVENUE                   ,NORTH   10 STREET               ,                                                                                ,996820,201119,11211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,Driggs Avenue and North 11th Street,Brooklyn,4/11/2022,POINT (40.719247 -73.954062),,,,,"[{'b7sc': '33413001', 'streetName': 'DRIGGS AVENUE                   '}, {'b7sc': '36673001', 'streetName': 'NORTH   11 STREET               '}]",,3/04 /018 ,,3,3,2W,DRIGGS AVENUE                   ,NORTH 11TH STREET               ,50,102,BROOKLYN ,07,Not CD Eligible,BK01,1001, 517  , 517  , 517  ,33,301, ,33413001/ DRIGGS AVENUE                   ,36673001/ NORTH   11 STREET               ,3,                                                                                ,35,Engine 229,Engine 229,11,00,04.00,30,40.719247,0022106,-73.954062 ,3,BK0102,BN,94, 94A, ,301/ 011,1A,3,018 ,04 , ,    ,   ,14,59,DRIGGS AVENUE                   ,NORTH   11 STREET               ,                                                                                ,996984,201321,11211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,Driggs Avenue and Union Avenue (mid-block),Brooklyn,9/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,East New York Avenue and Kingston Avenue,Brooklyn,2/4/2021,POINT (40.662061 -73.942766),,,,,"[{'b7sc': '33833001', 'streetName': 'EAST NEW YORK AVENUE            '}, {'b7sc': '35407001', 'streetName': 'KINGSTON AVENUE                 '}]",,3/07 /069 ,3/07 /070 ,3,3,2W,EAST NEW YORK AVENUE            ,KINGSTON AVENUE                 ,43,101,BROOKLYN ,09,CD Eligible,BK09,1000, 806  , 806  , 806  ,40,309, ,33833001/ EAST NEW YORK AVENUE            ,35407001/ KINGSTON AVENUE                 ,3,                                                                                ,38,Engine 249,Engine 249,15,00,48.00,32,40.662061,0026688,-73.942766 ,4,BK0902,BS,71, 71D, ,309/ 092,2B,3,069 ,07 ,3,070 ,07 ,17,20,EAST NEW YORK AVENUE            ,KINGSTON AVENUE                 ,                                                                                ,1000129,180488,11225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,East New York Avenue and Troy Avenue,Brooklyn,10/21/2020,POINT (40.662395 -73.937341),,,,,"[{'b7sc': '33833001', 'streetName': 'EAST NEW YORK AVENUE            '}, {'b7sc': '38603001', 'streetName': 'TROY AVENUE                     '}]",,3/10 /047 ,3/07 /071 ,3,3,2W,EAST NEW YORK AVENUE            ,TROY AVENUE                     ,43,101,BROOKLYN ,09,CD Eligible,BK09,1000, 874.01, 874.01, 874.01,41,309, ,33833001/ EAST NEW YORK AVENUE            ,38603001/ TROY AVENUE                     ,3,                                                                                ,38,Engine 249,Engine 249,15,00,55.10,35,40.662395,0026743,-73.937341 ,4,BK0902,BS,71, 71D, ,309/ 092,2B,3,047 ,10 ,3,071 ,07 ,17,20,EAST NEW YORK AVENUE            ,TROY AVENUE                     ,                                                                                ,1001634,180611,11203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,East New York Avenue at Dean Street and Sackman Street,Brooklyn,12/24/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,"East New York Avenue with East 93rd Street, Ford Street and Rochester Avenue",Brooklyn,3/15/2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,Eastern Parkway and New York Avenue,Brooklyn,1/30/2021,POINT (40.669713 -73.94773),,,,,"[{'b7sc': '33843001', 'streetName': 'EASTERN PARKWAY                 '}, {'b7sc': '36483001', 'streetName': 'NEW YORK AVENUE                 '}]",,3/07 /039 ,3/07 /040 ,3,3,2W,EASTERN PARKWAY                 ,NEW YORK AVENUE                 ,43,201,BROOKLYN ,09,CD Eligible,BK08,2003, 317.02, 317.02, 317.02,35,308, ,33843001/ EASTERN PARKWAY                 ,36483001/ NEW YORK AVENUE                 ,3,                                                                                ,38,Ladder 132,Ladder 132,15,00,29.00,32,40.669713,0019006,-73.947730 ,2,BK0802,BN,77, 77B, ,308/ 082,2A,3,039 ,07 ,3,040 ,07 ,17,20,EASTERN PARKWAY                 ,NEW YORK AVENUE                 ,                                                                                ,998750,183275,11216,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,Eastern Parkway and Ralph Avenue,Brooklyn,2/1/2021,POINT (40.668373 -73.922631),,,,,"[{'b7sc': '33843001', 'streetName': 'EASTERN PARKWAY                 '}, {'b7sc': '37311001', 'streetName': 'RALPH AVENUE                    '}]",,3/07 /048 ,3/07 /049 ,3,3,2W,EASTERN PARKWAY                 ,RALPH AVENUE                    ,55,302,BROOKLYN ,09,CD Eligible,BK08,3003, 359  , 359  , 359  ,41,308, ,33843001/ EASTERN PARKWAY                 ,37311001/ RALPH AVENUE                    ,3,                                                                                ,38,Ladder 123,Ladder 123,15,00,50.20,32,40.668373,0026975,-73.922631 ,4,BK0802,BN,77, 77D, ,308/ 083,3A,3,048 ,07 ,3,049 ,07 ,17,20,EASTERN PARKWAY                 ,RALPH AVENUE                    ,                                                                                ,1005713,182792,11233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,Empire Boulevard and McKeever Place,Brooklyn,2/12/2020,POINT (40.663361 -73.959738),,,,,"[{'b7sc': '33943001', 'streetName': 'EMPIRE BOULEVARD                '}, {'b7sc': '35969001', 'streetName': 'MCKEEVER PLACE                  '}]",,3/07 /064 ,,3,3,2W,EMPIRE BOULEVARD                ,MCKEEVER PLACE                  ,57,203,BROOKLYN ,09,CD Eligible,BK09,2000, 327  , 327  , 327  ,35,309, ,33943001/ EMPIRE BOULEVARD                ,35969001/ MC KEEVER PLACE                 ,3,                                                                                ,38,Engine 280,Engine 280,15,00,48.00,32,40.663361,0018822,-73.959738 ,6,BK0902,BS,71, 71A, ,309/ 092,2A,3,064 ,07 , ,    ,   ,17,20,EMPIRE BOULEVARD                ,MCKEEVER PLACE                  ,                                                                                ,995420,180959,11225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,Erskine Street and 180' South of Schroeders Avenue,Brooklyn,12/8/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,Etna Street at Hemlock Street,Brooklyn,9/19/2020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,Farragut Road and East 21st Street,Brooklyn,4/21/2022,POINT (40.635404 -73.957168),,,,,"[{'b7sc': '33573001', 'streetName': 'EAST   21 STREET                '}, {'b7sc': '34023001', 'streetName': 'FARRAGUT ROAD                   '}]",,3/13 /013 ,,3,3,2W,FARRAGUT ROAD                   ,EAST 21ST STREET                ,42,102,BROOKLYN ,09,CD Eligible,BK14,1001, 766  , 766  , 766  ,45,314, ,34023001/ FARRAGUT ROAD                   ,33573001/ EAST   21 STREET                ,3,                                                                                ,41,Engine 281,Engine 281,15,00,72.20,35,40.635404,0018263,-73.957168 ,6,BK1401,BS,70, 70B, ,314/ 143,3E,3,013 ,13 , ,    ,   ,22,21,FARRAGUT ROAD                   ,EAST   21 STREET                ,                                                                                ,996138,170774,11210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,Farragut Road and East 31st Street,Brooklyn,6/10/2021,POINT (40.63633 -73.947043),,,,,"[{'b7sc': '33618001', 'streetName': 'EAST   31 STREET                '}, {'b7sc': '34023001', 'streetName': 'FARRAGUT ROAD                   '}]",,3/15 /002 ,3/15 /013 ,3,3,2W,FARRAGUT ROAD                   ,EAST 31ST STREET                ,42,104,BROOKLYN ,09,CD Eligible,BK17,2001, 786  , 786  , 786.02,45,317, ,34023001/ FARRAGUT ROAD                   ,33618001/ EAST   31 STREET                ,3,                                                                                ,41,Ladder 157,Ladder 157,15,00,74.10,35,40.636330,0018405,-73.947043 ,6,BK1702,BS,67, 67B, ,317/ 174,4A,3,002 ,15 ,3,013 ,15 ,22,21,FARRAGUT ROAD                   ,EAST   31 STREET                ,                                                                                ,998948,171113,11210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,Farragut Road and East 82nd Street,Brooklyn,2/22/2021,POINT (40.639638 -73.915321),,,,,"[{'b7sc': '33752501', 'streetName': 'EAST   82 STREET                '}, {'b7sc': '34023001', 'streetName': 'FARRAGUT ROAD                   '}]",,3/17 /027 ,3/17 /043 ,3,3,2W,FARRAGUT ROAD                   ,EAST 82ND STREET                ,59,106,BROOKLYN ,08,Not CD Eligible,BK18,2002, 954  , 954  , 954  ,46,318, ,34023001/ FARRAGUT ROAD                   ,33752501/ EAST   82 STREET                ,3,                                                                                ,58,Ladder 170,Ladder 170,15,00,75.10,33,40.639638,0026469,-73.915321 ,4,BK1803,BS,69, 69A, ,318/ 182,2C,3,027 ,17 ,3,043 ,17 ,18,19,FARRAGUT ROAD                   ,EAST   82 STREET                ,                                                                                ,1007751,172325,11236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,Farragut Road with East 26th Street and Amersfort Place,Brooklyn,10/13/2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,Fillmore Avenue and East 33rd Street,Brooklyn,12/21/2021,POINT (40.609974 -73.935333),,,,,"[{'b7sc': '33628001', 'streetName': 'EAST   33 STREET                '}, {'b7sc': '34063001', 'streetName': 'FILLMORE AVENUE                 '}]",,3/19 /019 ,3/19 /020 ,3,3,2W,FILLMORE AVENUE                 ,EAST 33RD STREET                ,59,101,BROOKLYN ,08,Not CD Eligible,BK18,1000, 636  , 636  , 636  ,46,318, ,34063001/ FILLMORE AVENUE                 ,33628001/ EAST   33 STREET                ,3,                                                                                ,33,Engine 309,Engine 309,15,00,88.21,35,40.609974,0025518,-73.935333 ,8,BK1802,BS,63, 63B, ,318/ 187,7D,3,019 ,19 ,3,020 ,19 ,22,22,FILLMORE AVENUE                 ,EAST   33 STREET                ,                                                                                ,1002205,161513,11234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,Flatbush Avenue and Atlantic Avenue,Brooklyn,4/8/2019,POINT (40.684053 -73.977458),,,,,"[{'b7sc': '31343001', 'streetName': 'ATLANTIC AVENUE                 '}, {'b7sc': '34093001', 'streetName': 'FLATBUSH AVENUE                 '}]",,3/06 /029 ,3/02 /025 ,3,3,2W,FLATBUSH AVENUE                 ,ATLANTIC AVENUE                 ,44,201,BROOKLYN ,10,Not CD Eligible,BK02,1003,  35  ,  35  ,  35  ,35,302, ,34093001/ FLATBUSH AVENUE                 ,31343001/ ATLANTIC AVENUE                 ,3,                                                                                ,57,Ladder 105,Ladder 105,11,00,12.00,36,40.684053,0018574,-73.977458 ,1,BK0203,BS,78, 78C, ,302/ 022,2K,3,029 ,06 ,3,025 ,02 ,15,25,FLATBUSH AVENUE                 ,ATLANTIC AVENUE                 ,                                                                                ,990502,188496,11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,Flatbush Avenue and Avenue M,Brooklyn,3/17/2022,POINT (40.620865 -73.934988),,,,,"[{'b7sc': '31423001', 'streetName': 'AVENUE M                        '}, {'b7sc': '34093001', 'streetName': 'FLATBUSH AVENUE                 '}]",,3/19 /001 ,3/15 /011 ,3,3,2W,FLATBUSH AVENUE                 ,AVENUE M                        ,41,104,BROOKLYN ,09,Not CD Eligible,BK18,2003, 650  , 650  , 650  ,45,318, ,34093001/ FLATBUSH AVENUE                 ,31423001/ AVENUE M                        ,3,                                                                                ,33,Ladder 159,Ladder 159,15,00,88.22,35,40.620865,0025540,-73.934988 ,8,BK1801,BS,63, 63C, ,318/ 186,6C,3,001 ,19 ,3,011 ,15 ,22,21,FLATBUSH AVENUE                 ,AVENUE M                        ,                                                                                ,1002298,165481,11234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,Flatbush Avenue and Beekman Place with Maple Street,Brooklyn,9/24/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,Flatbush Avenue and Church Avenue,Brooklyn,6/20/2019,POINT (40.650388 -73.958708),,,,,"[{'b7sc': '32623001', 'streetName': 'CHURCH AVENUE                   '}, {'b7sc': '34093001', 'streetName': 'FLATBUSH AVENUE                 '}]",,3/10 /005 ,3/10 /006 ,3,3,2W,FLATBUSH AVENUE                 ,CHURCH AVENUE                   ,42,201,BROOKLYN ,09,CD Eligible,BK14,2000, 508  , 508.01, 508.01,40,314, ,34093001/ FLATBUSH AVENUE                 ,32623001/ CHURCH AVENUE                   ,3,                                                                                ,41,Ladder 147,Ladder 147,15,00,53.20,35,40.650388,0018243,-73.958708 ,6,BK1401,BS,70, 70D, ,314/ 141,1B,3,005 ,10 ,3,006 ,10 ,17,20,FLATBUSH AVENUE                 ,CHURCH AVENUE                   ,                                                                                ,995708,176233,11226,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,Flatbush Avenue and Dekalb Avenue,Brooklyn,10/16/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,Flatbush Avenue and Glenwood Road (west leg),Brooklyn,10/12/2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,Flatbush Avenue and Lafayette Avenue,Brooklyn,4/10/2017,POINT (40.686683 -73.979364),,,,,"[{'b7sc': '34093001', 'streetName': 'FLATBUSH AVENUE                 '}, {'b7sc': '35413001', 'streetName': 'LAFAYETTE AVENUE                '}]",,3/02 /025 ,3/02 /026 ,3,3,2W,FLATBUSH AVENUE                 ,LAFAYETTE AVENUE                ,52,214,BROOKLYN ,10,Not CD Eligible,BK02,2009,  33  ,  33  ,  33  ,33,302, ,34093001/ FLATBUSH AVENUE                 ,35413001/ LAFAYETTE AVENUE                ,3,                                                                                ,31,Engine 226,Engine 226,11,00,12.00,36,40.686683,0015093,-73.979364 ,1,BK0203,BN,88, 88D, ,302/ 022,2K,3,025 ,02 ,3,026 ,02 ,15,26,FLATBUSH AVENUE                 ,LAFAYETTE AVENUE                ,                                                                                ,989973,189454,11217,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
